name,external_id
Application Deployment Software,T1017
Remote System Discovery Mitigation,T1018
Remote System Discovery,T1018
System Firmware,T1019
System Firmware Mitigation,T1019
Automated Exfiltration Mitigation,T1020
Automated Exfiltration,T1020
Traffic Duplication,T1020.001
Remote Services,T1021
Remote Services Mitigation,T1021
Remote Desktop Protocol,T1021.001
SMB/Windows Admin Shares,T1021.002
Distributed Component Object Model,T1021.003
SSH,T1021.004
VNC,T1021.005
Windows Remote Management,T1021.006
Cloud Services,T1021.007
Direct Cloud VM Connections,T1021.008
Data Encrypted,T1022
Data Encrypted Mitigation,T1022
Shortcut Modification Mitigation,T1023
Shortcut Modification,T1023
Custom Cryptographic Protocol,T1024
Custom Cryptographic Protocol Mitigation,T1024
Data from Removable Media Mitigation,T1025
Data from Removable Media,T1025
Multiband Communication Mitigation,T1026
Multiband Communication,T1026
Obfuscated Files or Information Mitigation,T1027
Obfuscated Files or Information,T1027
Binary Padding,T1027.001
Software Packing,T1027.002
Steganography,T1027.003
Compile After Delivery,T1027.004
Indicator Removal from Tools,T1027.005
HTML Smuggling,T1027.006
Dynamic API Resolution,T1027.007
Stripped Payloads,T1027.008
Embedded Payloads,T1027.009
Command Obfuscation,T1027.010
Fileless Storage,T1027.011
LNK Icon Smuggling,T1027.012
Encrypted/Encoded File,T1027.013
Windows Remote Management Mitigation,T1028
Windows Remote Management,T1028
Scheduled Transfer Mitigation,T1029
Scheduled Transfer,T1029
Data Transfer Size Limits Mitigation,T1030
Data Transfer Size Limits,T1030
Modify Existing Service Mitigation,T1031
Modify Existing Service,T1031
Standard Cryptographic Protocol,T1032
Standard Cryptographic Protocol Mitigation,T1032
System Owner/User Discovery Mitigation,T1033
System Owner/User Discovery,T1033
Path Interception,T1034
Path Interception Mitigation,T1034
Service Execution Mitigation,T1035
Service Execution,T1035
Masquerading Mitigation,T1036
Masquerading,T1036
Invalid Code Signature,T1036.001
Right-to-Left Override,T1036.002
Rename System Utilities,T1036.003
Masquerade Task or Service,T1036.004
Match Legitimate Name or Location,T1036.005
Space after Filename,T1036.006
Double File Extension,T1036.007
Masquerade File Type,T1036.008
Break Process Trees,T1036.009
Boot or Logon Initialization Scripts,T1037
Logon Scripts Mitigation,T1037
Logon Script (Windows),T1037.001
Login Hook,T1037.002
Network Logon Script,T1037.003
RC Scripts,T1037.004
Startup Items,T1037.005
DLL Search Order Hijacking Mitigation,T1038
DLL Search Order Hijacking,T1038
Data from Network Shared Drive,T1039
Data from Network Shared Drive Mitigation,T1039
Network Sniffing,T1040
Network Sniffing Mitigation,T1040
Exfiltration Over Command and Control Channel Mitigation,T1041
Exfiltration Over C2 Channel,T1041
Change Default File Association Mitigation,T1042
Change Default File Association,T1042
Commonly Used Port,T1043
Commonly Used Port Mitigation,T1043
File System Permissions Weakness,T1044
File System Permissions Weakness Mitigation,T1044
Software Packing,T1045
Software Packing Mitigation,T1045
Network Service Scanning Mitigation,T1046
Network Service Discovery,T1046
Windows Management Instrumentation,T1047
Windows Management Instrumentation Mitigation,T1047
Exfiltration Over Alternative Protocol,T1048
Exfiltration Over Alternative Protocol Mitigation,T1048
Exfiltration Over Symmetric Encrypted Non-C2 Protocol,T1048.001
Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,T1048.002
Exfiltration Over Unencrypted Non-C2 Protocol,T1048.003
System Network Connections Discovery,T1049
System Network Connections Discovery Mitigation,T1049
New Service,T1050
New Service Mitigation,T1050
Shared Webroot,T1051
Shared Webroot Mitigation,T1051
Exfiltration Over Physical Medium,T1052
Exfiltration Over Physical Medium Mitigation,T1052
Exfiltration over USB,T1052.001
Scheduled Task Mitigation,T1053
Scheduled Task/Job,T1053
At (Linux),T1053.001
At,T1053.002
Cron,T1053.003
Launchd,T1053.004
Scheduled Task,T1053.005
Systemd Timers,T1053.006
Container Orchestration Job,T1053.007
Indicator Blocking,T1054
Indicator Blocking Mitigation,T1054
Process Injection,T1055
Process Injection Mitigation,T1055
Dynamic-link Library Injection,T1055.001
Portable Executable Injection,T1055.002
Thread Execution Hijacking,T1055.003
Asynchronous Procedure Call,T1055.004
Thread Local Storage,T1055.005
Ptrace System Calls,T1055.008
Proc Memory,T1055.009
Extra Window Memory Injection,T1055.011
Process Hollowing,T1055.012
Process Doppelgänging,T1055.013
VDSO Hijacking,T1055.014
ListPlanting,T1055.015
Input Capture,T1056
Input Capture Mitigation,T1056
Keylogging,T1056.001
GUI Input Capture,T1056.002
Web Portal Capture,T1056.003
Credential API Hooking,T1056.004
Process Discovery,T1057
Process Discovery Mitigation,T1057
Service Registry Permissions Weakness Mitigation,T1058
Service Registry Permissions Weakness,T1058
Command and Scripting Interpreter,T1059
Command-Line Interface Mitigation,T1059
PowerShell,T1059.001
AppleScript,T1059.002
Windows Command Shell,T1059.003
Unix Shell,T1059.004
Visual Basic,T1059.005
Python,T1059.006
JavaScript,T1059.007
Network Device CLI,T1059.008
Cloud API,T1059.009
AutoHotKey & AutoIT,T1059.010
Registry Run Keys / Startup Folder Mitigation,T1060
Registry Run Keys / Startup Folder,T1060
Graphical User Interface Mitigation,T1061
Graphical User Interface,T1061
Hypervisor Mitigation,T1062
Hypervisor,T1062
Security Software Discovery,T1063
Security Software Discovery Mitigation,T1063
Scripting,T1064
Scripting Mitigation,T1064
Uncommonly Used Port,T1065
Uncommonly Used Port Mitigation,T1065
Indicator Removal from Tools Mitigation,T1066
Indicator Removal from Tools,T1066
Bootkit Mitigation,T1067
Bootkit,T1067
Exploitation for Privilege Escalation Mitigation,T1068
Exploitation for Privilege Escalation,T1068
Permission Groups Discovery,T1069
Permission Groups Discovery Mitigation,T1069
Local Groups,T1069.001
Domain Groups,T1069.002
Cloud Groups,T1069.003
Indicator Removal,T1070
Indicator Removal on Host Mitigation,T1070
Clear Windows Event Logs,T1070.001
Clear Linux or Mac System Logs,T1070.002
Clear Command History,T1070.003
File Deletion,T1070.004
Network Share Connection Removal,T1070.005
Timestomp,T1070.006
Clear Network Connection History and Configurations,T1070.007
Clear Mailbox Data,T1070.008
Clear Persistence,T1070.009
Standard Application Layer Protocol Mitigation,T1071
Application Layer Protocol,T1071
Web Protocols,T1071.001
File Transfer Protocols,T1071.002
Mail Protocols,T1071.003
DNS,T1071.004
Third-party Software Mitigation,T1072
Software Deployment Tools,T1072
DLL Side-Loading,T1073
DLL Side-Loading Mitigation,T1073
Data Staged,T1074
Data Staged Mitigation,T1074
Local Data Staging,T1074.001
Remote Data Staging,T1074.002
Pass the Hash Mitigation,T1075
Pass the Hash,T1075
Remote Desktop Protocol Mitigation,T1076
Remote Desktop Protocol,T1076
Windows Admin Shares Mitigation,T1077
Windows Admin Shares,T1077
Valid Accounts Mitigation,T1078
Valid Accounts,T1078
Default Accounts,T1078.001
Domain Accounts,T1078.002
Local Accounts,T1078.003
Cloud Accounts,T1078.004
Multilayer Encryption Mitigation,T1079
Multilayer Encryption,T1079
Taint Shared Content Mitigation,T1080
Taint Shared Content,T1080
Credentials in Files Mitigation,T1081
Credentials in Files,T1081
System Information Discovery Mitigation,T1082
System Information Discovery,T1082
File and Directory Discovery Mitigation,T1083
File and Directory Discovery,T1083
Windows Management Instrumentation Event Subscription Mitigation,T1084
Windows Management Instrumentation Event Subscription,T1084
Rundll32,T1085
Rundll32 Mitigation,T1085
PowerShell Mitigation,T1086
PowerShell,T1086
Account Discovery,T1087
Account Discovery Mitigation,T1087
Local Account,T1087.001
Domain Account,T1087.002
Email Account,T1087.003
Cloud Account,T1087.004
Bypass User Account Control Mitigation,T1088
Bypass User Account Control,T1088
Disabling Security Tools,T1089
Disabling Security Tools Mitigation,T1089
Connection Proxy Mitigation,T1090
Proxy,T1090
Internal Proxy,T1090.001
External Proxy,T1090.002
Multi-hop Proxy,T1090.003
Domain Fronting,T1090.004
Replication Through Removable Media Mitigation,T1091
Replication Through Removable Media,T1091
Communication Through Removable Media,T1092
Communication Through Removable Media Mitigation,T1092
Process Hollowing Mitigation,T1093
Process Hollowing,T1093
Custom Command and Control Protocol,T1094
Custom Command and Control Protocol Mitigation,T1094
Standard Non-Application Layer Protocol Mitigation,T1095
Non-Application Layer Protocol,T1095
NTFS File Attributes,T1096
NTFS File Attributes Mitigation,T1096
Pass the Ticket,T1097
Pass the Ticket Mitigation,T1097
Account Manipulation Mitigation,T1098
Account Manipulation,T1098
Additional Cloud Credentials,T1098.001
Additional Email Delegate Permissions,T1098.002
Additional Cloud Roles,T1098.003
SSH Authorized Keys,T1098.004
Device Registration,T1098.005
Additional Container Cluster Roles,T1098.006
Timestomp Mitigation,T1099
Timestomp,T1099
Web Shell,T1100
Web Shell Mitigation,T1100
Security Support Provider,T1101
Security Support Provider Mitigation,T1101
Web Service,T1102
Web Service Mitigation,T1102
Dead Drop Resolver,T1102.001
Bidirectional Communication,T1102.002
One-Way Communication,T1102.003
AppInit DLLs,T1103
AppInit DLLs Mitigation,T1103
Multi-Stage Channels,T1104
Multi-Stage Channels Mitigation,T1104
Ingress Tool Transfer,T1105
Remote File Copy Mitigation,T1105
Execution through API Mitigation,T1106
Native API,T1106
File Deletion Mitigation,T1107
File Deletion,T1107
Redundant Access Mitigation,T1108
Redundant Access,T1108
Component Firmware,T1109
Component Firmware Mitigation,T1109
Brute Force,T1110
Brute Force Mitigation,T1110
Password Guessing,T1110.001
Password Cracking,T1110.002
Password Spraying,T1110.003
Credential Stuffing,T1110.004
Two-Factor Authentication Interception Mitigation,T1111
Multi-Factor Authentication Interception,T1111
Modify Registry Mitigation,T1112
Modify Registry,T1112
Screen Capture,T1113
Screen Capture Mitigation,T1113
Email Collection,T1114
Email Collection Mitigation,T1114
Local Email Collection,T1114.001
Remote Email Collection,T1114.002
Email Forwarding Rule,T1114.003
Clipboard Data Mitigation,T1115
Clipboard Data,T1115
Code Signing Mitigation,T1116
Code Signing,T1116
Regsvr32,T1117
Regsvr32 Mitigation,T1117
InstallUtil,T1118
InstallUtil Mitigation,T1118
Automated Collection,T1119
Automated Collection Mitigation,T1119
Peripheral Device Discovery Mitigation,T1120
Peripheral Device Discovery,T1120
Regsvcs/Regasm,T1121
Regsvcs/Regasm Mitigation,T1121
Component Object Model Hijacking Mitigation,T1122
Component Object Model Hijacking,T1122
Audio Capture,T1123
Audio Capture Mitigation,T1123
System Time Discovery Mitigation,T1124
System Time Discovery,T1124
Video Capture,T1125
Video Capture Mitigation,T1125
Network Share Connection Removal Mitigation,T1126
Network Share Connection Removal,T1126
Trusted Developer Utilities Mitigation,T1127
Trusted Developer Utilities Proxy Execution,T1127
MSBuild,T1127.001
Netsh Helper DLL Mitigation,T1128
Netsh Helper DLL,T1128
Execution through Module Load Mitigation,T1129
Shared Modules,T1129
Install Root Certificate,T1130
Install Root Certificate Mitigation,T1130
Authentication Package,T1131
Authentication Package Mitigation,T1131
Data Encoding,T1132
Data Encoding Mitigation,T1132
Standard Encoding,T1132.001
Non-Standard Encoding,T1132.002
External Remote Services,T1133
External Remote Services Mitigation,T1133
Access Token Manipulation,T1134
Access Token Manipulation Mitigation,T1134
Token Impersonation/Theft,T1134.001
Create Process with Token,T1134.002
Make and Impersonate Token,T1134.003
Parent PID Spoofing,T1134.004
SID-History Injection,T1134.005
Network Share Discovery Mitigation,T1135
Network Share Discovery,T1135
Create Account Mitigation,T1136
Create Account,T1136
Local Account,T1136.001
Domain Account,T1136.002
Cloud Account,T1136.003
Office Application Startup,T1137
Office Application Startup Mitigation,T1137
Office Template Macros,T1137.001
Office Test,T1137.002
Outlook Forms,T1137.003
Outlook Home Page,T1137.004
Outlook Rules,T1137.005
Add-ins,T1137.006
Application Shimming Mitigation,T1138
Application Shimming,T1138
Bash History,T1139
Bash History Mitigation,T1139
Deobfuscate/Decode Files or Information Mitigation,T1140
Deobfuscate/Decode Files or Information,T1140
Input Prompt,T1141
Input Prompt Mitigation,T1141
Keychain Mitigation,T1142
Keychain,T1142
Hidden Window,T1143
Hidden Window Mitigation,T1143
Gatekeeper Bypass,T1144
Gatekeeper Bypass Mitigation,T1144
Private Keys Mitigation,T1145
Private Keys,T1145
Clear Command History,T1146
Clear Command History Mitigation,T1146
Hidden Users,T1147
Hidden Users Mitigation,T1147
HISTCONTROL,T1148
HISTCONTROL Mitigation,T1148
LC_MAIN Hijacking Mitigation,T1149
LC_MAIN Hijacking,T1149
Plist Modification Mitigation,T1150
Plist Modification,T1150
Space after Filename,T1151
Space after Filename Mitigation,T1151
Launchctl Mitigation,T1152
Launchctl,T1152
Source Mitigation,T1153
Source,T1153
Trap,T1154
Trap Mitigation,T1154
AppleScript Mitigation,T1155
AppleScript,T1155
Malicious Shell Modification,T1156
.bash_profile and .bashrc Mitigation,T1156
Dylib Hijacking,T1157
Dylib Hijacking Mitigation,T1157
Hidden Files and Directories Mitigation,T1158
Hidden Files and Directories,T1158
Launch Agent Mitigation,T1159
Launch Agent,T1159
Launch Daemon Mitigation,T1160
Launch Daemon,T1160
LC_LOAD_DYLIB Addition,T1161
LC_LOAD_DYLIB Addition Mitigation,T1161
Login Item,T1162
Login Item Mitigation,T1162
Rc.common,T1163
Rc.common Mitigation,T1163
Re-opened Applications,T1164
Re-opened Applications Mitigation,T1164
Startup Items,T1165
Startup Items Mitigation,T1165
Setuid and Setgid Mitigation,T1166
Setuid and Setgid,T1166
Securityd Memory,T1167
Local Job Scheduling,T1168
Local Job Scheduling Mitigation,T1168
Sudo Mitigation,T1169
Sudo,T1169
Mshta,T1170
Mshta Mitigation,T1170
LLMNR/NBT-NS Poisoning and Relay,T1171
LLMNR/NBT-NS Poisoning Mitigation,T1171
Domain Fronting Mitigation,T1172
Domain Fronting,T1172
Dynamic Data Exchange,T1173
Dynamic Data Exchange Mitigation,T1173
Password Filter DLL Mitigation,T1174
Password Filter DLL,T1174
Distributed Component Object Model Mitigation,T1175
Component Object Model and Distributed COM,T1175
Browser Extensions,T1176
Browser Extensions Mitigation,T1176
LSASS Driver Mitigation,T1177
LSASS Driver,T1177
SID-History Injection Mitigation,T1178
SID-History Injection,T1178
Hooking Mitigation,T1179
Hooking,T1179
Screensaver,T1180
Screensaver Mitigation,T1180
Extra Window Memory Injection,T1181
Extra Window Memory Injection Mitigation,T1181
AppCert DLLs Mitigation,T1182
AppCert DLLs,T1182
Image File Execution Options Injection Mitigation,T1183
Image File Execution Options Injection,T1183
SSH Hijacking Mitigation,T1184
SSH Hijacking,T1184
Man in the Browser Mitigation,T1185
Browser Session Hijacking,T1185
Process Doppelgänging Mitigation,T1186
Process Doppelgänging,T1186
Forced Authentication,T1187
Forced Authentication Mitigation,T1187
Multi-hop Proxy,T1188
Multi-hop Proxy Mitigation,T1188
Drive-by Compromise,T1189
Drive-by Compromise Mitigation,T1189
Exploit Public-Facing Application,T1190
Exploit Public-Facing Application Mitigation,T1190
CMSTP Mitigation,T1191
CMSTP,T1191
Spearphishing Link,T1192
Spearphishing Link Mitigation,T1192
Spearphishing Attachment,T1193
Spearphishing Attachment Mitigation,T1193
Spearphishing via Service,T1194
Spearphishing via Service Mitigation,T1194
Supply Chain Compromise Mitigation,T1195
Supply Chain Compromise,T1195
Compromise Software Dependencies and Development Tools,T1195.001
Compromise Software Supply Chain,T1195.002
Compromise Hardware Supply Chain,T1195.003
Control Panel Items,T1196
Control Panel Items Mitigation,T1196
BITS Jobs Mitigation,T1197
BITS Jobs,T1197
SIP and Trust Provider Hijacking,T1198
SIP and Trust Provider Hijacking Mitigation,T1198
Trusted Relationship Mitigation,T1199
Trusted Relationship,T1199
Hardware Additions Mitigation,T1200
Hardware Additions,T1200
Password Policy Discovery,T1201
Password Policy Discovery Mitigation,T1201
Indirect Command Execution,T1202
Indirect Command Execution Mitigation,T1202
Exploitation for Client Execution,T1203
Exploitation for Client Execution Mitigation,T1203
User Execution Mitigation,T1204
User Execution,T1204
Malicious Link,T1204.001
Malicious File,T1204.002
Malicious Image,T1204.003
Port Knocking Mitigation,T1205
Traffic Signaling,T1205
Port Knocking,T1205.001
Socket Filters,T1205.002
Sudo Caching Mitigation,T1206
Sudo Caching,T1206
Rogue Domain Controller,T1207
DCShadow Mitigation,T1207
Kerberoasting Mitigation,T1208
Kerberoasting,T1208
Time Providers Mitigation,T1209
Time Providers,T1209
Exploitation of Remote Services,T1210
Exploitation of Remote Services Mitigation,T1210
Exploitation for Defense Evasion,T1211
Exploitation for Defense Evasion Mitigation,T1211
Exploitation for Credential Access Mitigation,T1212
Exploitation for Credential Access,T1212
Data from Information Repositories Mitigation,T1213
Data from Information Repositories,T1213
Confluence,T1213.001
Sharepoint,T1213.002
Code Repositories,T1213.003
Credentials in Registry,T1214
Credentials in Registry Mitigation,T1214
Kernel Modules and Extensions,T1215
Kernel Modules and Extensions Mitigation,T1215
Signed Script Proxy Execution Mitigation,T1216
System Script Proxy Execution,T1216
PubPrn,T1216.001
SyncAppvPublishingServer,T1216.002
Browser Information Discovery,T1217
Browser Bookmark Discovery Mitigation,T1217
Signed Binary Proxy Execution Mitigation,T1218
System Binary Proxy Execution,T1218
Compiled HTML File,T1218.001
Control Panel,T1218.002
CMSTP,T1218.003
InstallUtil,T1218.004
Mshta,T1218.005
Msiexec,T1218.007
Odbcconf,T1218.008
Regsvcs/Regasm,T1218.009
Regsvr32,T1218.010
Rundll32,T1218.011
Verclsid,T1218.012
Mavinject,T1218.013
MMC,T1218.014
Electron Applications,T1218.015
Remote Access Tools Mitigation,T1219
Remote Access Software,T1219
XSL Script Processing,T1220
XSL Script Processing Mitigation,T1220
Template Injection Mitigation,T1221
Template Injection,T1221
File and Directory Permissions Modification,T1222
File Permissions Modification Mitigation,T1222
Windows File and Directory Permissions Modification,T1222.001
Linux and Mac File and Directory Permissions Modification,T1222.002
Compiled HTML File Mitigation,T1223
Compiled HTML File,T1223
Execution Guardrails,T1480
Environmental Keying Mitigation,T1480
Environmental Keying,T1480.001
Domain Trust Discovery Mitigation,T1482
Domain Trust Discovery,T1482
Domain Generation Algorithms,T1483
Domain Generation Algorithms Mitigation,T1483
Domain or Tenant Policy Modification,T1484
Group Policy Modification Mitigation,T1484
Group Policy Modification,T1484.001
Trust Modification,T1484.002
Data Destruction,T1485
Data Encrypted for Impact Mitigation,T1486
Data Encrypted for Impact,T1486
Disk Structure Wipe,T1487
Disk Content Wipe,T1488
Data Destruction Mitigation,T1488
Service Stop,T1489
Service Stop Mitigation,T1489
Inhibit System Recovery,T1490
Inhibit System Recovery Mitigation,T1490
Defacement Mitigation,T1491
Defacement,T1491
Internal Defacement,T1491.001
External Defacement,T1491.002
Stored Data Manipulation Mitigation,T1492
Stored Data Manipulation,T1492
Transmitted Data Manipulation,T1493
Transmitted Data Manipulation Mitigation,T1493
Runtime Data Manipulation Mitigation,T1494
Runtime Data Manipulation,T1494
Firmware Corruption,T1495
Firmware Corruption Mitigation,T1495
Resource Hijacking Mitigation,T1496
Resource Hijacking,T1496
Virtualization/Sandbox Evasion,T1497
Virtualization/Sandbox Evasion Mitigation,T1497
System Checks,T1497.001
User Activity Based Checks,T1497.002
Time Based Evasion,T1497.003
Network Denial of Service Mitigation,T1498
Network Denial of Service,T1498
Direct Network Flood,T1498.001
Reflection Amplification,T1498.002
Endpoint Denial of Service Mitigation,T1499
Endpoint Denial of Service,T1499
OS Exhaustion Flood,T1499.001
Service Exhaustion Flood,T1499.002
Application Exhaustion Flood,T1499.003
Application or System Exploitation,T1499.004
Compile After Delivery Mitigation,T1500
Compile After Delivery,T1500
Systemd Service Mitigation,T1501
Systemd Service,T1501
Parent PID Spoofing,T1502
Credentials from Web Browsers,T1503
PowerShell Profile,T1504
Server Software Component,T1505
SQL Stored Procedures,T1505.001
Transport Agent,T1505.002
Web Shell,T1505.003
IIS Components,T1505.004
Terminal Services DLL,T1505.005
Web Session Cookie,T1506
Elevated Execution with Prompt,T1514
Software Discovery,T1518
Security Software Discovery,T1518.001
Emond,T1519
Cloud Instance Metadata API,T1522
Implant Internal Image,T1525
Cloud Service Discovery,T1526
Application Access Token,T1527
Steal Application Access Token,T1528
System Shutdown/Reboot,T1529
Data from Cloud Storage,T1530
Account Access Removal,T1531
Internal Spearphishing,T1534
Unused/Unsupported Cloud Regions,T1535
Revert Cloud Instance,T1536
Transfer Data to Cloud Account,T1537
Cloud Service Dashboard,T1538
Steal Web Session Cookie,T1539
Pre-OS Boot,T1542
System Firmware,T1542.001
Component Firmware,T1542.002
Bootkit,T1542.003
ROMMONkit,T1542.004
TFTP Boot,T1542.005
Create or Modify System Process,T1543
Launch Agent,T1543.001
Systemd Service,T1543.002
Windows Service,T1543.003
Launch Daemon,T1543.004
Container Service,T1543.005
Event Triggered Execution,T1546
Change Default File Association,T1546.001
Screensaver,T1546.002
Windows Management Instrumentation Event Subscription,T1546.003
Unix Shell Configuration Modification,T1546.004
Trap,T1546.005
LC_LOAD_DYLIB Addition,T1546.006
Netsh Helper DLL,T1546.007
Accessibility Features,T1546.008
AppCert DLLs,T1546.009
AppInit DLLs,T1546.010
Application Shimming,T1546.011
Image File Execution Options Injection,T1546.012
PowerShell Profile,T1546.013
Emond,T1546.014
Component Object Model Hijacking,T1546.015
Installer Packages,T1546.016
Boot or Logon Autostart Execution,T1547
Registry Run Keys / Startup Folder,T1547.001
Authentication Package,T1547.002
Time Providers,T1547.003
Winlogon Helper DLL,T1547.004
Security Support Provider,T1547.005
Kernel Modules and Extensions,T1547.006
Re-opened Applications,T1547.007
LSASS Driver,T1547.008
Shortcut Modification,T1547.009
Port Monitors,T1547.010
Plist Modification,T1547.011
Print Processors,T1547.012
XDG Autostart Entries,T1547.013
Active Setup,T1547.014
Login Items,T1547.015
Abuse Elevation Control Mechanism,T1548
Setuid and Setgid,T1548.001
Bypass User Account Control,T1548.002
Sudo and Sudo Caching,T1548.003
Elevated Execution with Prompt,T1548.004
Temporary Elevated Cloud Access,T1548.005
TCC Manipulation,T1548.006
Use Alternate Authentication Material,T1550
Application Access Token,T1550.001
Pass the Hash,T1550.002
Pass the Ticket,T1550.003
Web Session Cookie,T1550.004
Unsecured Credentials,T1552
Credentials In Files,T1552.001
Credentials in Registry,T1552.002
Bash History,T1552.003
Private Keys,T1552.004
Cloud Instance Metadata API,T1552.005
Group Policy Preferences,T1552.006
Container API,T1552.007
Chat Messages,T1552.008
Subvert Trust Controls,T1553
Gatekeeper Bypass,T1553.001
Code Signing,T1553.002
SIP and Trust Provider Hijacking,T1553.003
Install Root Certificate,T1553.004
Mark-of-the-Web Bypass,T1553.005
Code Signing Policy Modification,T1553.006
Compromise Host Software Binary,T1554
Credentials from Password Stores,T1555
Keychain,T1555.001
Securityd Memory,T1555.002
Credentials from Web Browsers,T1555.003
Windows Credential Manager,T1555.004
Password Managers,T1555.005
Cloud Secrets Management Stores,T1555.006
Modify Authentication Process,T1556
Domain Controller Authentication,T1556.001
Password Filter DLL,T1556.002
Pluggable Authentication Modules,T1556.003
Network Device Authentication,T1556.004
Reversible Encryption,T1556.005
Multi-Factor Authentication,T1556.006
Hybrid Identity,T1556.007
Network Provider DLL,T1556.008
Conditional Access Policies,T1556.009
Adversary-in-the-Middle,T1557
LLMNR/NBT-NS Poisoning and SMB Relay,T1557.001
ARP Cache Poisoning,T1557.002
DHCP Spoofing,T1557.003
Steal or Forge Kerberos Tickets,T1558
Golden Ticket,T1558.001
Silver Ticket,T1558.002
Kerberoasting,T1558.003
AS-REP Roasting,T1558.004
Inter-Process Communication,T1559
Component Object Model,T1559.001
Dynamic Data Exchange,T1559.002
XPC Services,T1559.003
Archive Collected Data,T1560
Archive via Utility,T1560.001
Archive via Library,T1560.002
Archive via Custom Method,T1560.003
Disk Wipe,T1561
Disk Content Wipe,T1561.001
Disk Structure Wipe,T1561.002
Impair Defenses,T1562
Disable or Modify Tools,T1562.001
Disable Windows Event Logging,T1562.002
Impair Command History Logging,T1562.003
Disable or Modify System Firewall,T1562.004
Indicator Blocking,T1562.006
Disable or Modify Cloud Firewall,T1562.007
Disable or Modify Cloud Logs,T1562.008
Safe Mode Boot,T1562.009
Downgrade Attack,T1562.010
Spoof Security Alerting,T1562.011
Disable or Modify Linux Audit System,T1562.012
Remote Service Session Hijacking,T1563
SSH Hijacking,T1563.001
RDP Hijacking,T1563.002
Hide Artifacts,T1564
Hidden Files and Directories,T1564.001
Hidden Users,T1564.002
Hidden Window,T1564.003
NTFS File Attributes,T1564.004
Hidden File System,T1564.005
Run Virtual Instance,T1564.006
VBA Stomping,T1564.007
Email Hiding Rules,T1564.008
Resource Forking,T1564.009
Process Argument Spoofing,T1564.010
Ignore Process Interrupts,T1564.011
File/Path Exclusions,T1564.012
Data Manipulation,T1565
Stored Data Manipulation,T1565.001
Transmitted Data Manipulation,T1565.002
Runtime Data Manipulation,T1565.003
Phishing,T1566
Spearphishing Attachment,T1566.001
Spearphishing Link,T1566.002
Spearphishing via Service,T1566.003
Spearphishing Voice,T1566.004
Exfiltration Over Web Service,T1567
Exfiltration to Code Repository,T1567.001
Exfiltration to Cloud Storage,T1567.002
Exfiltration to Text Storage Sites,T1567.003
Exfiltration Over Webhook,T1567.004
Dynamic Resolution,T1568
Fast Flux DNS,T1568.001
Domain Generation Algorithms,T1568.002
DNS Calculation,T1568.003
System Services,T1569
Launchctl,T1569.001
Service Execution,T1569.002
Lateral Tool Transfer,T1570
Non-Standard Port,T1571
Protocol Tunneling,T1572
Encrypted Channel,T1573
Symmetric Cryptography,T1573.001
Asymmetric Cryptography,T1573.002
Hijack Execution Flow,T1574
DLL Search Order Hijacking,T1574.001
DLL Side-Loading,T1574.002
Dylib Hijacking,T1574.004
Executable Installer File Permissions Weakness,T1574.005
Dynamic Linker Hijacking,T1574.006
Path Interception by PATH Environment Variable,T1574.007
Path Interception by Search Order Hijacking,T1574.008
Path Interception by Unquoted Path,T1574.009
Services File Permissions Weakness,T1574.010
Services Registry Permissions Weakness,T1574.011
COR_PROFILER,T1574.012
KernelCallbackTable,T1574.013
AppDomainManager,T1574.014
Modify Cloud Compute Infrastructure,T1578
Create Snapshot,T1578.001
Create Cloud Instance,T1578.002
Delete Cloud Instance,T1578.003
Revert Cloud Instance,T1578.004
Modify Cloud Compute Configurations,T1578.005
Cloud Infrastructure Discovery,T1580
Acquire Infrastructure,T1583
Domains,T1583.001
DNS Server,T1583.002
Virtual Private Server,T1583.003
Server,T1583.004
Botnet,T1583.005
Web Services,T1583.006
Serverless,T1583.007
Malvertising,T1583.008
Compromise Infrastructure,T1584
Domains,T1584.001
DNS Server,T1584.002
Virtual Private Server,T1584.003
Server,T1584.004
Botnet,T1584.005
Web Services,T1584.006
Serverless,T1584.007
Network Devices,T1584.008
Establish Accounts,T1585
Social Media Accounts,T1585.001
Email Accounts,T1585.002
Cloud Accounts,T1585.003
Compromise Accounts,T1586
Social Media Accounts,T1586.001
Email Accounts,T1586.002
Cloud Accounts,T1586.003
Develop Capabilities,T1587
Malware,T1587.001
Code Signing Certificates,T1587.002
Digital Certificates,T1587.003
Exploits,T1587.004
Obtain Capabilities,T1588
Malware,T1588.001
Tool,T1588.002
Code Signing Certificates,T1588.003
Digital Certificates,T1588.004
Exploits,T1588.005
Vulnerabilities,T1588.006
Artificial Intelligence,T1588.007
Gather Victim Identity Information,T1589
Credentials,T1589.001
Email Addresses,T1589.002
Employee Names,T1589.003
Gather Victim Network Information,T1590
Domain Properties,T1590.001
DNS,T1590.002
Network Trust Dependencies,T1590.003
Network Topology,T1590.004
IP Addresses,T1590.005
Network Security Appliances,T1590.006
Gather Victim Org Information,T1591
Determine Physical Locations,T1591.001
Business Relationships,T1591.002
Identify Business Tempo,T1591.003
Identify Roles,T1591.004
Gather Victim Host Information,T1592
Hardware,T1592.001
Software,T1592.002
Firmware,T1592.003
Client Configurations,T1592.004
Search Open Websites/Domains,T1593
Social Media,T1593.001
Search Engines,T1593.002
Code Repositories,T1593.003
Search Victim-Owned Websites,T1594
